dataset_name	uuid	system	path
TCGA-06-A7TK-10A-01D-A702-36.wgs.N.hg38	727f0f71-1bea-4976-85de-c6b74df0894d	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/AWS/WGS/44847057-7892-4a64-93da-1d767e8c3e04_wgs_gdc_realn.bam
TCGA-06-A7TK.WGS.T.hg38	819fe029-f265-495a-a91c-b4d2409ef1fa	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/AWS/WGS/ccecc070-2941-417f-a187-6701cd82ca1b_wgs_gdc_realn.bam
TCGA-06-A7TL-01A-11D-A391-08.wxs.T.hg38	49278925-4b6e-4246-bd28-33ccb6dfee46	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/GDC/WXS/49278925-4b6e-4246-bd28-33ccb6dfee46/C484.TCGA-06-A7TL-01A-11D-A391-08.2_gdc_realn.bam
TCGA-06-A7TL-10A-01D-A394-08.wxs.N.hg38	d9c35e06-690c-498d-b726-d2b05edb371c	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/GDC/WXS/d9c35e06-690c-498d-b726-d2b05edb371c/C484.TCGA-06-A7TL-10A-01D-A394-08.2_gdc_realn.bam
TCGA-06-A7TL-10A-01D-A702-36.wgs.N.hg38	8f5d90e4-9f2e-4f8b-bea0-fc0d577dd8c8	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/AWS/WGS/39cf12f2-db46-404b-baa0-f1b240a5f064_wgs_gdc_realn.bam
TCGA-06-A7TL.WGS.T.hg38	f39a129f-c1a9-4e1b-bed4-b63f3a877e57	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/AWS/WGS/aa618537-4466-4070-8b6d-2718303313dc_wgs_gdc_realn.bam
TCGA-2G-AAFM-01A-11D-A42Y-10.wxs.T.hg38	a7cfd0e6-905a-4fae-bdc8-cb050a5585fa	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/GDC/WXS/a7cfd0e6-905a-4fae-bdc8-cb050a5585fa/TCGA-2G-AAFM-01A-11D-A42Y-10_Illumina_gdc_realn.bam
TCGA-2G-AAFM-10A-01D-A433-10.wxs.N.hg38	858551ad-70b9-4707-a144-d8b4897ba01e	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/GDC/WXS/858551ad-70b9-4707-a144-d8b4897ba01e/TCGA-2G-AAFM-10A-01D-A433-10_Illumina_gdc_realn.bam
TCGA-2G-AAFM.WGS.N.hg38	0e3056ef-db04-4a96-9f61-0b66f13e581f	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/AWS/WGS/ff910c2c-e62f-4bd6-9ebb-d03fa58856d9_wgs_gdc_realn.bam
TCGA-2G-AAFM.WGS.T.hg38	bc0d69a5-eb60-44a7-b188-e30333647d10	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/AWS/WGS/a96db2c5-c516-4b72-a982-46b80b187116_wgs_gdc_realn.bam
TCGA-2G-AAFO-01A-31D-A42Y-10.wxs.T.hg38	5215df09-dad4-40a7-ad71-040557fc8f3f	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/GDC/WXS/5215df09-dad4-40a7-ad71-040557fc8f3f/TCGA-2G-AAFO-01A-31D-A42Y-10_Illumina_gdc_realn.bam
TCGA-2G-AAFO-10A-01D-A433-10.wxs.N.hg38	1a389c78-2fe9-4109-aceb-51d24150f3c2	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/GDC/WXS/1a389c78-2fe9-4109-aceb-51d24150f3c2/TCGA-2G-AAFO-10A-01D-A433-10_Illumina_gdc_realn.bam
TCGA-2G-AAFO.WGS.N.hg38	dc9554f5-8e76-4ef1-8b6a-d5af90ccb989	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/AWS/WGS/45d5ad8f-7d41-446b-91b2-647e78cd0752_wgs_gdc_realn.bam
TCGA-2G-AAFO.WGS.T.hg38	f0197160-6d0a-4399-b749-ae211b2f77ea	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/AWS/WGS/5988d326-33b0-47cb-832a-30a04d702beb_wgs_gdc_realn.bam
TCGA-2G-AAGS-01A-11D-A42Y-10.wxs.T.hg38	2d529ccf-5551-4a77-a4da-02b93ff66641	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/GDC/WXS/2d529ccf-5551-4a77-a4da-02b93ff66641/TCGA-2G-AAGS-01A-11D-A42Y-10_Illumina_gdc_realn.bam
TCGA-2G-AAGS-10A-01D-A433-10.wxs.N.hg38	138f9c0c-f996-42ac-8852-f7329290468e	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/GDC/WXS/138f9c0c-f996-42ac-8852-f7329290468e/TCGA-2G-AAGS-10A-01D-A433-10_Illumina_gdc_realn.bam
TCGA-2G-AAGS.ATAC-Seq.T.hg38	f8f33b70-7936-4cb4-bda5-adb69b89caf6	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/GDC/atacseq/f8f33b70-7936-4cb4-bda5-adb69b89caf6/b9a5d1be-21da-4446-9939-afb602061c4d_atacseq_gdc_realn.bam
TCGA-2G-AAGS.WGS.N.hg38	714ae68d-d625-4194-818a-6253ef326646	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/AWS/WGS/e8871e88-5d21-4df0-892b-5111a51053b1_wgs_gdc_realn.bam
TCGA-2G-AAGS.WGS.T.hg38	18bee84a-a008-49b8-b3ab-873fe2bc4618	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/AWS/WGS/2c227f40-ea42-4c90-a50b-492c1ce9e258_wgs_gdc_realn.bam
TCGA-2G-AAH8-01A-11D-A42Y-10.wxs.T.hg38	1decb6f5-1e27-49f2-9364-e0766dc09e46	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/GDC/WXS/1decb6f5-1e27-49f2-9364-e0766dc09e46/TCGA-2G-AAH8-01A-11D-A42Y-10_Illumina_gdc_realn.bam
TCGA-2G-AAH8-10A-01D-A433-10.wxs.N.hg38	d92b159e-6ebf-46b1-9736-59c0d22a4023	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/GDC/WXS/d92b159e-6ebf-46b1-9736-59c0d22a4023/TCGA-2G-AAH8-10A-01D-A433-10_Illumina_gdc_realn.bam
TCGA-2G-AAH8.ATAC-Seq.T.hg38	df8ce364-c9a9-456c-b1f2-83f20ffb9a01	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/GDC/atacseq/df8ce364-c9a9-456c-b1f2-83f20ffb9a01/36c4922e-7324-49af-8738-afb209d07785_atacseq_gdc_realn.bam
TCGA-2G-AAH8.WGS.N.hg38	7a233889-83a3-4277-860a-06f96aecf1b8	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/AWS/WGS/bdc42f41-65e5-41ff-80ff-e28f700d607d_wgs_gdc_realn.bam
TCGA-2G-AAH8.WGS.T.hg38	6af56cd3-8004-4cf6-a370-6cadd331a7f2	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/AWS/WGS/715a48d0-a769-4c87-b3ff-bfad429910df_wgs_gdc_realn.bam
TCGA-2G-AAKG.WGS.N.hg38	370564ad-067e-4c65-a82e-c3cfb870e914	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/AWS/WGS/9704514f-0c84-49f5-b601-78c86143c48b_wgs_gdc_realn.bam
TCGA-2G-AAKG.WGS.T.hg38	0a4b6e53-21e9-4f50-9e6f-93ee09c30337	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/AWS/WGS/e0c35b1b-02ee-4f24-8fd5-51cd0c92e52b_wgs_gdc_realn.bam
TCGA-2K-A9WE-01A-11D-A382-10.wxs.T.hg38	f3870e93-7a42-416f-ac0a-bb338c082f9b	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/GDC/WXS/f3870e93-7a42-416f-ac0a-bb338c082f9b/TCGA-2K-A9WE-01A-11D-A382-10_Illumina_gdc_realn.bam
TCGA-2K-A9WE-10A-01D-A385-10.wxs.N.hg38	32ae751e-f47c-4d1c-a326-9ddcf86176b8	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/GDC/WXS/32ae751e-f47c-4d1c-a326-9ddcf86176b8/TCGA-2K-A9WE-10A-01D-A385-10_Illumina_gdc_realn.bam
TCGA-2K-A9WE-10A-01D-A75X-36.wgs.N.hg38	ce815f68-ac35-486a-9a2e-2af2ebe76c8a	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/AWS/WGS/dc5d4a05-ce89-423b-a31c-c068b788756b_wgs_gdc_realn.bam
TCGA-2K-A9WE.ATAC-Seq.T.hg38	31540570-8a9a-4dc6-abf6-f84f9e664a5f	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/GDC/atacseq/31540570-8a9a-4dc6-abf6-f84f9e664a5f/479d9d1c-878e-4898-8bf1-a0a5423bc3dd_atacseq_gdc_realn.bam
TCGA-2K-A9WE.WGS.T.hg38	a657b5fc-8104-4eb1-b5f9-d0924af36a3a	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/AWS/WGS/8237b38b-0876-47f5-97d3-c658ae1a7a35_wgs_gdc_realn.bam
TCGA-33-A4WN-01A-11D-A25L-08.wxs.T.hg38	a6478535-1c29-4251-be56-5a0a6b0e38f0	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/GDC/WXS/a6478535-1c29-4251-be56-5a0a6b0e38f0/C508.TCGA-33-A4WN-01A-11D-A25L-08.2_gdc_realn.bam
TCGA-33-A4WN-10A-01D-A25L-08.wxs.N.hg38	4dfab4a1-490b-43fa-86e2-5783d24a8a4d	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/GDC/WXS/4dfab4a1-490b-43fa-86e2-5783d24a8a4d/C508.TCGA-33-A4WN-10A-01D-A25L-08.2_gdc_realn.bam
TCGA-33-A4WN-10A-01D-A731-36.wgs.N.hg38	a1cd629f-360d-47ad-bb27-68f5f1b831f5	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/AWS/WGS/62f0f146-7b39-4aa0-841e-28b593fdb222_wgs_gdc_realn.bam
TCGA-33-A4WN.WGS.T.hg38	97fb81c8-bf88-4853-93e9-c50abf5c1011	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/AWS/WGS/9035321b-4fb6-48cd-92ef-91cefb8c3a90_wgs_gdc_realn.bam
TCGA-37-A5EM-01A-21D-A27K-08.wxs.T.hg38	c33e93c5-ff84-4554-9e2b-243ac1a4f8a4	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/GDC/WXS/c33e93c5-ff84-4554-9e2b-243ac1a4f8a4/C508.TCGA-37-A5EM-01A-21D-A27K-08.3_gdc_realn.bam
TCGA-37-A5EM-10A-01D-A27N-08.wxs.N.hg38	494855f3-b3ff-415c-b2ed-72683ab9555f	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/GDC/WXS/494855f3-b3ff-415c-b2ed-72683ab9555f/C508.TCGA-37-A5EM-10A-01D-A27N-08.3_gdc_realn.bam
TCGA-37-A5EM-10A-01D-A731-36.wgs.N.hg38	1dd55b62-64b5-41ad-8e47-e74114078359	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/AWS/WGS/d4dc5fa4-ab10-4908-b87a-38bbc64f4498_wgs_gdc_realn.bam
TCGA-37-A5EM.WGS.T.hg38	9e3d5e1b-9368-434e-9ae1-f1416779bbd0	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/AWS/WGS/4f141a27-ef13-403b-b7f4-e88ce4fef157_wgs_gdc_realn.bam
TCGA-3C-AALJ-10A-01D-A702-36.wgs.N.hg38	cbc01ada-48b8-4479-8662-5fa90bace4ff	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/AWS/WGS/313f50a5-7f76-4399-a555-23d39a5d964d_wgs_gdc_realn.bam
TCGA-3C-AALJ.WGS.T.hg38	b2cccfef-7a50-4d29-beff-8d5ad17e8242	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/AWS/WGS/24af4b98-8e5f-4bbe-9b1d-63e6faa9bf0e_wgs_gdc_realn.bam
TCGA-3L-AA1B-01A-11D-A36X-10.wxs.T.hg38	cbbbce29-1e5e-4dbc-b3fb-a96b69ba0bfe	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/GDC/WXS/cbbbce29-1e5e-4dbc-b3fb-a96b69ba0bfe/TCGA-3L-AA1B-01A-11D-A36X-10_Illumina_gdc_realn.bam
TCGA-3L-AA1B-10A-01D-A370-10.wxs.N.hg38	cb0a27a1-2fb4-4dd4-b036-9ead9492b404	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/GDC/WXS/cb0a27a1-2fb4-4dd4-b036-9ead9492b404/TCGA-3L-AA1B-10A-01D-A370-10_Illumina_gdc_realn.bam
TCGA-3L-AA1B-10A-01D-A702-36.wgs.N.hg38	ca13f900-baeb-4ce2-84b9-9175ee9420c5	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/AWS/WGS/68c37664-ca51-4ac3-857b-105f3e81b19c_wgs_gdc_realn.bam
TCGA-3L-AA1B.ATAC-Seq.T.hg38	88773318-d50f-457a-87ae-a7aeb532006d	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/GDC/atacseq/88773318-d50f-457a-87ae-a7aeb532006d/63f82691-8633-4d46-bb4c-64f88bd63db2_atacseq_gdc_realn.bam
TCGA-3L-AA1B.WGS.T.hg38	9ba85e19-1f91-4b79-b327-067191c428ea	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/AWS/WGS/5d70ca46-3339-498d-8048-a1cccf60868f_wgs_gdc_realn.bam
TCGA-3U-A98E-01A-11D-A39R-32.wxs.T.hg38	b2c9bc0b-3deb-4bab-814c-62d3052584c0	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/GDC/WXS/b2c9bc0b-3deb-4bab-814c-62d3052584c0/TCGA-3U-A98E-01A-11D-A39R-32_gdc_realn.bam
TCGA-3U-A98E-10A-01D-A39U-32.wxs.N.hg38	ca1501fe-fd31-46d2-b6fd-763775400e63	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/GDC/WXS/ca1501fe-fd31-46d2-b6fd-763775400e63/TCGA-3U-A98E-10A-01D-A39U-32_gdc_realn.bam
TCGA-3U-A98E-10A-01D-A702-36.wgs.N.hg38	5e11511d-304b-4dcb-9096-8231436c2464	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/AWS/WGS/c93740ce-175e-4337-a08a-2ec86eb1344a_wgs_gdc_realn.bam
TCGA-3U-A98E.ATAC-Seq.T.hg38	89950d65-f4f9-40af-af96-a415b974a7c5	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/GDC/atacseq/89950d65-f4f9-40af-af96-a415b974a7c5/742606e3-5613-4ffb-9c92-853f738452cf_atacseq_gdc_realn.bam
TCGA-3U-A98E.WGS.T.hg38	bef68610-6ca4-40fe-81e4-cae516fbe347	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/AWS/WGS/fa021425-84ed-43d8-911b-e60fb8687adb_wgs_gdc_realn.bam
TCGA-3U-A98I-01A-11D-A39R-32.wxs.T.hg38	80d10465-4005-4b7e-b88c-55971fcf32d4	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/GDC/WXS/80d10465-4005-4b7e-b88c-55971fcf32d4/TCGA-3U-A98I-01A-11D-A39R-32_gdc_realn.bam
TCGA-3U-A98I-10A-01D-A39U-32.wxs.N.hg38	c4749fab-dfac-4334-8f28-10f8eef893e9	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/GDC/WXS/c4749fab-dfac-4334-8f28-10f8eef893e9/TCGA-3U-A98I-10A-01D-A39U-32_gdc_realn.bam
TCGA-3U-A98I-10A-01D-A702-36.wgs.N.hg38	6ccb885b-d02c-4a25-a4ac-3f7d70303b37	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/AWS/WGS/5cd8b5cf-fa00-4cf6-82f3-d650bf84d9c6_wgs_gdc_realn.bam
TCGA-3U-A98I.ATAC-Seq.T.hg38	70f172bb-3650-45c1-8d1a-ca2f186a527e	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/GDC/atacseq/70f172bb-3650-45c1-8d1a-ca2f186a527e/1179efb3-38d0-4632-9226-7352caa340c6_atacseq_gdc_realn.bam
TCGA-3U-A98I.WGS.T.hg38	4697f131-068f-494f-8b2f-cb9b3473fbca	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/AWS/WGS/74ef1c9d-e73f-4ff5-8ecc-cf012dd0014c_wgs_gdc_realn.bam
TCGA-3X-AAVA-10A-01D-A702-36.wgs.N.hg38	e39a6bd0-33f5-4b8f-9de9-c6acfa32a837	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/AWS/WGS/1e17f0be-ccca-4fc0-94b7-632173bd1e5a_wgs_gdc_realn.bam
TCGA-3X-AAVA.ATAC-Seq.T.hg38	3ea53c7b-4c22-48d2-bb69-c726c670f721	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/GDC/atacseq/3ea53c7b-4c22-48d2-bb69-c726c670f721/6c2feb54-c815-4b53-94d7-18893c5ee8ea_atacseq_gdc_realn.bam
TCGA-3X-AAVA.WGS.T.hg38	dc168f9d-6b4b-459b-81c9-fe4df7878fc7	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/AWS/WGS/41d22d94-f8a0-4ddc-9a4c-8b267c3d3dd3_wgs_gdc_realn.bam
TCGA-3Z-A93Z-01A-11D-A36X-10.wxs.T.hg38	d62086be-72e2-4fa7-aafa-6a047e4d1fb8	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/GDC/WXS/d62086be-72e2-4fa7-aafa-6a047e4d1fb8/TCGA-3Z-A93Z-01A-11D-A36X-10_Illumina_gdc_realn.bam
TCGA-3Z-A93Z-10A-01D-A370-10.wxs.N.hg38	a1da57aa-5faa-4aa4-b9d2-2ebc0970f15d	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/GDC/WXS/a1da57aa-5faa-4aa4-b9d2-2ebc0970f15d/TCGA-3Z-A93Z-10A-01D-A370-10_Illumina_gdc_realn.bam
TCGA-3Z-A93Z.ATAC-Seq.T.hg38	3c085f12-2478-4b5f-bbfe-3f3aa1ff4290	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/GDC/atacseq/3c085f12-2478-4b5f-bbfe-3f3aa1ff4290/f71337a7-9cd3-4010-9f12-7abe6a050d29_atacseq_gdc_realn.bam
TCGA-3Z-A93Z.WGS.N.hg38	7b95a7a1-79bd-4b1e-b80a-65b7f4c93842	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/AWS/WGS/d18372c5-8f42-4f91-9d02-0528ae4e0985_wgs_gdc_realn.bam
TCGA-3Z-A93Z.WGS.T.hg38	43f29c8f-cd27-41d3-b80e-aa5dd21378cb	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/AWS/WGS/1b5d1f60-49b9-4ef5-a28c-5ec461fadc65_wgs_gdc_realn.bam
TCGA-44-3918.WGS.A.hg38	ac840e44-d938-4337-9151-0fdec7fcc4a9	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/AWS/WGS/TCGA-44-3918-11A-01D-1103_110712_SN590_0096_A80WMCABXX_s_8_rg.sorted_gdc_realn.bam
TCGA-44-3918.WGS.T.hg38	4166ce93-b26d-41ee-8be6-8aefedcabc90	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/AWS/WGS/TCGA-44-3918-01A-01D-1103_110729_SN208_0215_BD0CLPABXX_s_6_rg.sorted_gdc_realn.bam
TCGA-44-6146.ATAC-Seq.T.hg38	9dd360ca-f527-4c9b-be59-4650dd63c5b3	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/GDC/atacseq/9dd360ca-f527-4c9b-be59-4650dd63c5b3/6a8e5eba-93c5-4d3f-befd-5dbd56773b93_atacseq_gdc_realn.bam
TCGA-44-6146.WGS.A.hg38	737e626c-6dab-40cd-8cc4-31c2bb90ecd6	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/AWS/WGS/TCGA-44-6146-11A-01D-1751_110927_SN208_0243_BC00TKACXX_s_5_rg.sorted_gdc_realn.bam
TCGA-44-6146.WGS.N.hg38	be9afdd4-22dd-4650-9a2a-6ce231775dfa	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/AWS/WGS/d921e62d-b860-47b7-a0a8-cf9a06684463_wgs_gdc_realn.bam
TCGA-44-6146.WGS.N.hg38	ee63e6d4-5a66-4182-9983-798edd915952	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/AWS/WGS/TCGA-44-6146-10A-01D-1751_110927_SN208_0243_BC00TKACXX_s_4_rg.sorted_gdc_realn.bam
TCGA-44-6146.WGS.T.hg38	95804ce6-faf3-495a-8b28-c275c9e46b61	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/AWS/WGS/a2c6ba64-a051-426a-8609-c2e049579e87_wgs_gdc_realn.bam
TCGA-44-A47F-01A-11D-A24D-08.wxs.T.hg38	2c1108d6-1c04-42fc-91b4-973af13952d2	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/GDC/WXS/2c1108d6-1c04-42fc-91b4-973af13952d2/C509.TCGA-44-A47F-01A-11D-A24D-08.2_gdc_realn.bam
TCGA-44-A47F-10A-01D-A24F-08.wxs.N.hg38	899e17b8-8391-49c3-be5c-f200a8aa3358	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/GDC/WXS/899e17b8-8391-49c3-be5c-f200a8aa3358/C509.TCGA-44-A47F-10A-01D-A24F-08.2_gdc_realn.bam
TCGA-44-A47F.WGS.N.hg38	95879c5f-66be-4f83-83bf-21b9bb159f91	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/AWS/WGS/0a926780-9a57-4879-aefd-84904ab0108b_wgs_gdc_realn.bam
TCGA-44-A47F.WGS.T.hg38	b5174962-bd18-412a-a36e-e41785e21ff6	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/AWS/WGS/1b9d52af-09b9-4975-9534-6c7daef96f2a_wgs_gdc_realn.bam
TCGA-4A-A93X-01A-11D-A36X-10.wxs.T.hg38	ab5744b6-cd89-4158-ba00-496f1f5251eb	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/GDC/WXS/ab5744b6-cd89-4158-ba00-496f1f5251eb/TCGA-4A-A93X-01A-11D-A36X-10_Illumina_gdc_realn.bam
TCGA-4A-A93X-10A-01D-A370-10.wxs.N.hg38	a956bbbf-1b9d-40bb-b42b-ea5e186c3d70	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/GDC/WXS/a956bbbf-1b9d-40bb-b42b-ea5e186c3d70/TCGA-4A-A93X-10A-01D-A370-10_Illumina_gdc_realn.bam
TCGA-4A-A93X-10A-01D-A702-36.wgs.N.hg38	4623398e-83c0-40e9-824e-4887dd86d90b	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/AWS/WGS/323820e9-307f-459e-837f-a67c49f07783_wgs_gdc_realn.bam
TCGA-4A-A93X.ATAC-Seq.T.hg38	cf7ae9ae-8c5a-4822-b16a-771498f4ff6b	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/GDC/atacseq/cf7ae9ae-8c5a-4822-b16a-771498f4ff6b/1fa4563f-9933-4815-bae6-15defd57595b_atacseq_gdc_realn.bam
TCGA-4A-A93X.WGS.T.hg38	0d025a2d-02a0-4bc9-8b3b-9f26982362d0	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/AWS/WGS/cbc9ac9f-fdfc-4acc-afff-eca1f4ecc2e8_wgs_gdc_realn.bam
TCGA-4A-A93Y-01A-11D-A36X-10.wxs.T.hg38	eeff917f-edbc-41bb-b86d-ee6901f871b8	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/GDC/WXS/eeff917f-edbc-41bb-b86d-ee6901f871b8/TCGA-4A-A93Y-01A-11D-A36X-10_Illumina_gdc_realn.bam
